,Unnamed: 0,Unnamed: 0.1,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,aggregate_column
217,217,217,SRR3997334,ChIP-Seq,36,1431840528,PRJNA336352,SAMN05509576,1010984846,HCC1954,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998091,GSM2258845,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258845,"HCC1954 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
218,218,218,SRR3997337,ChIP-Seq,36,2463881472,PRJNA336352,SAMN05509573,1691790904,MB231,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998094,GSM2258848,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258848,"MB231 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
219,219,219,SRR3997339,ChIP-Seq,36,1895389956,PRJNA336352,SAMN05509571,1295122152,MB231,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998096,GSM2258850,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258850,"MB231 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
220,220,220,SRR3997341,ChIP-Seq,36,2364127596,PRJNA336352,SAMN05509569,1630585081,MB231,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998098,GSM2258852,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258852,"MB231 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
221,221,221,SRR3997343,ChIP-Seq,36,2394721476,PRJNA336352,SAMN05509567,1656242575,MB231,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998100,GSM2258854,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258854,"MB231 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
222,222,222,SRR3997345,ChIP-Seq,36,2414959848,PRJNA336352,SAMN05509565,1704539240,MB231,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998102,GSM2258856,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258856,"MB231 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
223,223,223,SRR3997348,ChIP-Seq,36,777702492,PRJNA336352,SAMN05509562,584492696,MB231,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998105,GSM2258859,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258859,"MB231 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
224,224,224,SRR3997349,ChIP-Seq,36,1754284392,PRJNA336352,SAMN05509561,1228814969,MB231,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998106,GSM2258860,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258860,"MB231 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
225,225,225,SRR3997351,ChIP-Seq,36,2360831004,PRJNA336352,SAMN05509616,1664374727,MB231,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998108,GSM2258862,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258862,"MB231 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
226,226,226,SRR3997353,ChIP-Seq,36,2362393368,PRJNA336352,SAMN05509614,1643096160,MB231,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998110,GSM2258864,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258864,"MB231 cells\, input",SRP080870,Control,Input
227,227,227,SRR3997355,ChIP-Seq,36,3094086240,PRJNA336352,SAMN05509619,2171220029,MB436,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998112,GSM2258866,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258866,"MB436 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
228,228,228,SRR3997357,ChIP-Seq,36,2707097256,PRJNA336352,SAMN05509613,1864109465,MB436,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998114,GSM2258868,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258868,"MB436 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
229,229,229,SRR3997358,ChIP-Seq,36,1297276200,PRJNA336352,SAMN05509612,917965759,MB436,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998115,GSM2258869,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258869,"MB436 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
230,230,230,SRR3997361,ChIP-Seq,36,2054604780,PRJNA336352,SAMN05509609,1422372884,MB436,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998118,GSM2258872,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258872,"MB436 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
231,231,231,SRR3997363,ChIP-Seq,36,2288709648,PRJNA336352,SAMN05509607,1633177361,MB436,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998120,GSM2258874,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258874,"MB436 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
232,232,232,SRR3997364,ChIP-Seq,36,1102992048,PRJNA336352,SAMN05509606,769240084,MB436,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998121,GSM2258875,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258875,"MB436 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
233,233,233,SRR3997368,ChIP-Seq,36,1462090824,PRJNA336352,SAMN05509602,976701715,MB436,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998125,GSM2258879,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258879,"MB436 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
234,234,234,SRR3997370,ChIP-Seq,36,821251692,PRJNA336352,SAMN05509600,598347936,MB436,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998127,GSM2258881,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258881,"MB436 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
235,235,235,SRR3997371,ChIP-Seq,36,2009020788,PRJNA336352,SAMN05509599,1361354325,MB436,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998128,GSM2258882,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258882,"MB436 cells\, input",SRP080870,Control,Input
236,236,236,SRR3997372,ChIP-Seq,36,856641888,PRJNA336352,SAMN05509598,650152951,MB436,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998129,GSM2258883,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258883,"MB436 cells\, input",SRP080870,Control,Input
237,237,237,SRR3997374,ChIP-Seq,36,1407610548,PRJNA336352,SAMN05509596,932484255,MB468,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998131,GSM2258885,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258885,"MB468 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
238,238,238,SRR3997376,ChIP-Seq,36,1377901656,PRJNA336352,SAMN05509594,975353980,MB468,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998133,GSM2258887,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258887,"MB468 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
239,239,239,SRR3997378,ChIP-Seq,36,1112725584,PRJNA336352,SAMN05509592,808523985,MB468,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998135,GSM2258889,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258889,"MB468 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
240,240,240,SRR3997380,ChIP-Seq,36,1050264648,PRJNA336352,SAMN05509590,785072692,MB468,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998137,GSM2258891,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258891,"MB468 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
241,241,241,SRR3997381,ChIP-Seq,36,1631529576,PRJNA336352,SAMN05509463,1132858778,MB468,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998138,GSM2258892,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258892,"MB468 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
242,242,242,SRR3997384,ChIP-Seq,36,901570788,PRJNA336352,SAMN05509646,673305975,MB468,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998141,GSM2258895,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258895,"MB468 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
243,243,243,SRR3997386,ChIP-Seq,36,1797279840,PRJNA336352,SAMN05509644,1192773197,MB468,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998143,GSM2258897,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258897,"MB468 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
244,244,244,SRR3997387,ChIP-Seq,36,2347867476,PRJNA336352,SAMN05509643,1655496861,MB468,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998144,GSM2258898,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258898,"MB468 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
245,245,245,SRR3997389,ChIP-Seq,36,2033544060,PRJNA336352,SAMN05509641,1374754490,MB468,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998146,GSM2258900,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258900,"MB468 cells\, input",SRP080870,Control,Input
246,246,246,SRR3997391,ChIP-Seq,36,2032440912,PRJNA336352,SAMN05509639,1389743114,HCC1937,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998148,GSM2258902,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258902,"HCC1937 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
247,247,247,SRR3997393,ChIP-Seq,36,2279910384,PRJNA336352,SAMN05509637,1513098680,HCC1937,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998150,GSM2258904,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258904,"HCC1937 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
248,248,248,SRR3997395,ChIP-Seq,36,1118104596,PRJNA336352,SAMN05509635,762259207,HCC1937,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998152,GSM2258906,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258906,"HCC1937 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
249,249,249,SRR3997397,ChIP-Seq,36,2034940500,PRJNA336352,SAMN05509633,1418577705,HCC1937,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998154,GSM2258908,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258908,"HCC1937 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
250,250,250,SRR3997399,ChIP-Seq,36,2116268568,PRJNA336352,SAMN05509631,1500224370,HCC1937,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998156,GSM2258910,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258910,"HCC1937 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
251,251,251,SRR3997401,ChIP-Seq,36,1890493452,PRJNA336352,SAMN05509629,1286757264,HCC1937,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998158,GSM2258912,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258912,"HCC1937 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
252,252,252,SRR3997403,ChIP-Seq,36,3169172196,PRJNA336352,SAMN05509627,2211232361,HCC1937,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998160,GSM2258914,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258914,"HCC1937 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
253,253,253,SRR3997405,ChIP-Seq,36,2483110080,PRJNA336352,SAMN05509625,1742426613,HCC1937,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998162,GSM2258916,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258916,"HCC1937 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
254,254,254,SRR3997407,ChIP-Seq,36,1688273892,PRJNA336352,SAMN05509623,1220971680,HCC1937,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998164,GSM2258918,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258918,"HCC1937 cells\, input",SRP080870,Control,Input
255,255,255,SRR3997409,ChIP-Seq,37,2273363583,PRJNA336352,SAMN05509621,1594986337,76NF2V,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998166,GSM2258920,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258920,"76NF2V cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
256,256,256,SRR3997411,ChIP-Seq,37,2549420287,PRJNA336352,SAMN05509680,1787999849,76NF2V,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998168,GSM2258922,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258922,"76NF2V cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
257,257,257,SRR3997413,ChIP-Seq,36,1737715752,PRJNA336352,SAMN05509674,1282640328,AU565,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998170,GSM2258924,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258924,"AU565 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
258,258,258,SRR3997415,ChIP-Seq,36,2048638896,PRJNA336352,SAMN05509678,1509898875,HCC1937,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998172,GSM2258926,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258926,"HCC1937 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
259,259,259,SRR3997416,ChIP-Seq,36,1785060144,PRJNA336352,SAMN05509677,1317519327,HCC1937,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998173,GSM2258927,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258927,"HCC1937 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
260,260,260,SRR3997419,ChIP-Seq,36,2166599916,PRJNA336352,SAMN05509672,1591693047,HCC1954,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998176,GSM2258930,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258930,"HCC1954 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
261,261,261,SRR3997422,ChIP-Seq,37,2013899307,PRJNA336352,SAMN05509669,1396796743,MB231,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998179,GSM2258933,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258933,"MB231 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
262,262,262,SRR3997424,ChIP-Seq,36,2055638988,PRJNA336352,SAMN05509667,1512394182,MB361,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998181,GSM2258935,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258935,"MB361 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
263,263,263,SRR3997428,ChIP-Seq,36,1536392484,PRJNA336352,SAMN05509663,1119918576,MB436,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998185,GSM2258939,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258939,"MB436 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
264,264,264,SRR3997430,ChIP-Seq,36,2282707656,PRJNA336352,SAMN05509661,1641020288,MB468,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998187,GSM2258941,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258941,"MB468 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
265,265,265,SRR3997432,ChIP-Seq,50,3094535200,PRJNA336352,SAMN05509659,2201150613,MB468,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998189,GSM2258943,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258943,"MB468 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
266,266,266,SRR3997435,ChIP-Seq,50,2923156900,PRJNA336352,SAMN05509656,1997865489,MCF10A,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998192,GSM2258946,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258946,"MCF10A cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
267,267,267,SRR3997437,ChIP-Seq,37,2040429639,PRJNA336352,SAMN05509654,1405212180,MCF7,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998194,GSM2258948,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258948,"MCF7 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
268,268,268,SRR3997439,ChIP-Seq,36,1114067736,PRJNA336352,SAMN05509652,836937136,SKBR3,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998196,GSM2258950,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258950,"SKBR3 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
269,269,269,SRR3997441,ChIP-Seq,50,3326718700,PRJNA336352,SAMN05509732,2365119813,SKBR3,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998198,GSM2258952,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258952,"SKBR3 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
270,270,270,SRR3997443,ChIP-Seq,36,1826820648,PRJNA336352,SAMN05509730,1339041426,UACC812,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998200,GSM2258954,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258954,"UACC812 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
271,271,271,SRR3997445,ChIP-Seq,37,1555849926,PRJNA336352,SAMN05509728,1104790071,ZR751,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998202,GSM2258956,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258956,"ZR751 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
